"Area","Year","forest_area","num_cattle","Land.area..sq..km.","cattle_per_sqkm","Percent_Change"
"Uganda",1998,3245.454,620000,199810,3.10294780041039,-34.6127921643868
"Uganda",2000,3162.95,645000,199810,3.22806666333016,-34.6127921643868
"Uganda",2002,3080.444,767000,199810,3.83864671437866,-34.6127921643868
"Uganda",2004,2997.938,900000,199810,4.50427906511186,-34.6127921643868
"Uganda",2006,2915.432,1065000,199810,5.33006356038236,-34.6127921643868
"Uganda",2008,2832.926,1133000,199810,5.67038686752415,-34.6127921643868
"Uganda",2010,2750.42,1202000,200520,5.99441452224217,-34.6127921643868
"Uganda",2012,2667.916,1275000,200520,6.35846798324357,-34.6127921643868
"Uganda",2014,2585.412,1371280,200520,6.83861958906842,-34.6127921643868
"Uganda",2016,2502.908,1172217,200520,5.84588569718731,-34.6127921643868
"Uganda",2018,2420.404,1131435,200520,5.64250448833034,-34.6127921643868
"Uganda",1994,3410.462,562000,199810,2.81267203843651,-34.6127921643868
"Uganda",1996,3327.958,583000,199810,2.91777188328912,-34.6127921643868
"United Arab Emirates",2018,317.3,72076,71020,1.01486905097156,29.5102040816327
"United Arab Emirates",1992,257.886,22400,71020,0.315404111517882,29.5102040816327
"United Arab Emirates",1994,270.772,33000,71020,0.464657842861166,29.5102040816327
"United Arab Emirates",1998,296.544,32500,71020,0.457617572514785,29.5102040816327
"United Arab Emirates",2000,309.43,61300,71020,0.863137144466347,29.5102040816327
"United Arab Emirates",2002,311.004,36830,71020,0.518586313714447,29.5102040816327
"United Arab Emirates",2004,312.578,82000,71020,1.15460433680653,29.5102040816327
"United Arab Emirates",2006,314.152,20000,71020,0.281610813855252,29.5102040816327
"United Arab Emirates",2008,315.726,45000,71020,0.633624331174317,29.5102040816327
"United Arab Emirates",2010,317.3,60000,71020,0.844832441565756,29.5102040816327
"United Arab Emirates",2012,317.3,63000,71020,0.887074063644044,29.5102040816327
"United Arab Emirates",2014,317.3,59524,71020,0.838130104196001,29.5102040816327
"United Arab Emirates",2016,317.3,72393,71020,1.01933258237116,29.5102040816327
"United Arab Emirates",1990,245,21540,71020,0.303294846522106,29.5102040816327
"United Arab Emirates",1996,283.658,27000,71020,0.38017459870459,29.5102040816327
"Uruguay",1990,798,1588931,175020,9.07856816363844,154.511278195489
"Uruguay",1992,912.2,1333988,175020,7.62191749514341,154.511278195489
"Uruguay",1996,1140.6,1839797,175020,10.5119243515027,154.511278195489
"Uruguay",1998,1254.8,1947746,175020,11.1287052908239,154.511278195489
"Uruguay",2000,1369,1910639,175020,10.9166895211976,154.511278195489
"Uruguay",2002,1441.46,1675951,175020,9.57576848360187,154.511278195489
"Uruguay",2004,1513.92,2170275,175020,12.4001542680836,154.511278195489
"Uruguay",2006,1586.38,2620607,175020,14.973185921609,154.511278195489
"Uruguay",2008,1658.84,2248405,175020,12.8465603930979,154.511278195489
"Uruguay",2010,1731.3,2242436,175020,12.8124557193464,154.511278195489
"Uruguay",2012,1806.78,2072000,175020,11.8386470117701,154.511278195489
"Uruguay",2014,1882.26,2103700,175020,12.0197691692378,154.511278195489
"Uruguay",2016,1942.2,2263767,175020,12.9343332190607,154.511278195489
"Uruguay",2018,1986.6,2355240,175020,13.4569763455605,154.511278195489
"Uruguay",1994,1026.4,1611851,175020,9.20952462575706,154.511278195489
"Vanuatu",1990,442.3,14450,12190,1.18539786710418,0
"Vanuatu",1992,442.3,15785,12190,1.29491386382281,0
"Vanuatu",1994,442.3,18816,12190,1.54356029532404,0
"Vanuatu",1996,442.3,16175,12190,1.32690730106645,0
"Vanuatu",1998,442.3,15847,12190,1.3,0
"Vanuatu",2000,442.3,16422,12190,1.34716981132075,0
"Vanuatu",2002,442.3,11611,12190,0.952502050861362,0
"Vanuatu",2004,442.3,13613,12190,1.11673502871206,0
"Vanuatu",2006,442.3,14074,12190,1.15455291222313,0
"Vanuatu",2008,442.3,15819,12190,1.29770303527482,0
"Vanuatu",2010,442.3,16656,12190,1.36636587366694,0
"Vanuatu",2012,442.3,16676,12190,1.36800656275636,0
"Vanuatu",2014,442.3,15896,12190,1.30401968826907,0
"Vanuatu",2016,442.3,15166,12190,1.24413453650533,0
"Vanuatu",2018,442.3,15149,12190,1.24273995077933,0
"Yemen",1990,549,416942,527970,0.789707748546319,0
"Yemen",1992,549,412532,527970,0.781355001231131,0
"Yemen",1994,549,437639,527970,0.828908839517397,0
"Yemen",1996,549,457537,527970,0.866596586927288,0
"Yemen",1998,549,497253,527970,0.941820557986249,0
"Yemen",2000,549,567960,527970,1.07574293993977,0
"Yemen",2002,549,651284,527970,1.23356251302157,0
"Yemen",2004,549,779236,527970,1.47590961607667,0
"Yemen",2006,549,825289,527970,1.56313616303957,0
"Yemen",2008,549,991384,527970,1.87772790120651,0
"Yemen",2010,549,1181000,527970,2.23686951910146,0
"Yemen",2012,549,1225000,527970,2.32020758755232,0
"Yemen",2014,549,1284917,527970,2.43369320226528,0
"Yemen",2016,549,1093917,527970,2.07193022330814,0
"Yemen",2018,549,1039883,527970,1.96958728715647,0
"Zambia",1990,47412,345000,743390,0.464090181465987,-5.47956213616806
"Zambia",1992,47340.4,360000,743390,0.484268015442769,-5.47956213616806
"Zambia",1994,47268.8,315000,743390,0.423734513512423,-5.47956213616806
"Zambia",1996,47197.2,265000,743390,0.356475066923149,-5.47956213616806
"Zambia",1998,47125.6,350000,743390,0.470816126124914,-5.47956213616806
"Zambia",2000,47054,330000,743390,0.443912347489205,-5.47956213616806
"Zambia",2002,46982.4,370000,743390,0.497719904760624,-5.47956213616806
"Zambia",2004,46910.8,350000,743390,0.470816126124914,-5.47956213616806
"Zambia",2006,46839.2,360000,743390,0.484268015442769,-5.47956213616806
"Zambia",2008,46767.6,490000,743390,0.65914257657488,-5.47956213616806
"Zambia",2010,46696,960000,743390,1.29138137451405,-5.47956213616806
"Zambia",2012,46319.64,1005621,743390,1.35275023877104,-5.47956213616806
"Zambia",2014,45943.28,1300000,743390,1.74874561132111,-5.47956213616806
"Zambia",2016,45566.886,990000,743390,1.33173704246761,-5.47956213616806
"Zambia",2018,45190.458,1363140,743390,1.83368084047404,-5.47956213616806
"Zimbabwe",1990,18826.68,408700,386850,1.05648184050666,-7.34117752041251
"Zimbabwe",1992,18734.54,522700,386850,1.35116970401965,-7.34117752041251
"Zimbabwe",1994,18642.4,345700,386850,0.893628021196846,-7.34117752041251
"Zimbabwe",1996,18550.26,337200,386850,0.871655680496316,-7.34117752041251
"Zimbabwe",1998,18458.12,368600,386850,0.952824092025333,-7.34117752041251
"Zimbabwe",2000,18365.98,450000,386850,1.16324156649864,-7.34117752041251
"Zimbabwe",2002,18273.84,430000,386850,1.11154194132093,-7.34117752041251
"Zimbabwe",2004,18181.7,455000,386850,1.17616647279307,-7.34117752041251
"Zimbabwe",2006,18089.56,455000,386850,1.17616647279307,-7.34117752041251
"Zimbabwe",2008,17997.42,462000,386850,1.19426134160527,-7.34117752041251
"Zimbabwe",2010,17905.28,513850,386850,1.32829261987851,-7.34117752041251
"Zimbabwe",2012,17813.14,542000,386850,1.40105984231614,-7.34117752041251
"Zimbabwe",2014,17721,423879,386850,1.09571927103528,-7.34117752041251
"Zimbabwe",2016,17628.86,471541,386850,1.2189246477963,-7.34117752041251
"Zimbabwe",2018,17536.72,463902,386850,1.19917797595967,-7.34117752041251
